location 	rooms 	housetype 	area 	price 	unitprice 	year 	floor 	elevator 	condition 	lot 	energy
Viikki 	2h+kk+s 	kt 	50,50 	244500 	4842 	2004 	1/6 	on 	tyyd. 	oma 	
Pikku huopalahti 	2h, k, kph, wc,... 	kt 	61,50 	277000 	4504 	1993 	4/6 	on 	tyyd. 	vuokra 	E2007
Pajamäki 	2h, k, kph, las... 	kt 	49,00 	219000 	4469 	1958 	2/4 	ei 	tyyd. 	vuokra 	D2007
Etelä-haaga 	2h, k, kph, vh,... 	kt 	54,50 	263000 	4826 	1960 	2/3 	ei 	hyvä 	oma 	G2013
Tapanila 	2h, k 	kt 	59,00 	167000 	2831 	1979 	2/2 	ei 	hyvä 	vuokra 	G2013
Jätkäsaari 	2h+kt 	kt 	39,50 	296800 	7514 	2021 	3/6 	on 	hyvä 	vuokra 	B2018
Lauttasaari 	2h,k,kph 	kt 	40,00 	320000 	8000 	1938 	7/7 	on 	hyvä 	oma 	F2013
Käpylä 	2h+kk+sauna+las... 	kt 	54,50 	316058 	5799 	2003 	5/5 	ei 	hyvä 	vuokra 	C2007
Jakomäki 	2h+k+s (yj. 2h+k) 	rt 	56,00 	195000 	3482 	1989 	2/2 	ei 	hyvä 	oma 	F2013
Ullanlinna 	2h, avok, kph, ... 	kt 	56,50 	550000 	9735 	1978 	4/5 	on 	hyvä 	oma 	E2007
Punavuori 	2h,k,kph,wc 	kt 	60,00 	590000 	9833 	1890 	6/7 	on 	tyyd. 	oma 	F2007
Etu-töölö 	2h+k+halli+parveke 	kt 	81,00 	540000 	6667 	1936 	2/7 	on 	hyvä 	oma 	F2013
Kulosaari 	2 h, kk, kph, p 	kt 	44,00 	269000 	6114 	1960 	4/4 	on 	tyyd. 	oma 	E2007
Pohjois-haaga 	2 h, avokeitti&... 	kt 	44,60 	145000 	3251 	1973 	2/6 	on 	tyyd. 	vuokra 	E2007
Pitäjänmäki 	2-3h, k, kph, v... 	kt 	53,00 	199000 	3755 	1973 	4/8 	on 	hyvä 	oma 	G2013
Alppila 	2h, k, kph, las... 	kt 	53,50 	337500 	6308 	1958 	1/7 	on 	hyvä 	oma 	E2007
Konala 	2h, kk, parveke 	kt 	44,00 	172000 	3909 	1962 	5/5 	on 	tyyd. 	oma 	G2013
Maunula 	2h+k 	kt 	51,00 	202000 	3961 	1959 	3/4 	on 	tyyd. 	vuokra 	F2013
Puotila 	2 h+k 	kt 	52,00 	178000 	3423 	1967 	2/3 	ei 	  	oma 	F2007
Helsinki 	2h, k, p 	kt 	52,00 	258000 	4962 	1964 	1/3 	ei 	tyyd. 	oma 	E2007
Hermanni 	2h+kt+kph+et+ra... 	kt 	35,50 	276000 	7775 	2014 	4/7 	on 	hyvä 	oma 	B2018
Kruununhaka 	2h+avok+kph 	kt 	56,50 	425000 	7522 	1892 	5/5 	on 	tyyd. 	oma 	G2013
Munkkiniemi 	2h, k, kph, par... 	kt 	50,00 	325550 	6511 	1955 	1/6 	on 	hyvä 	oma 	E2007
Munkkivuori 	2h+k+kph+vh 	kt 	56,90 	258500 	4543 	1957 	3/4 	ei 	hyvä 	vuokra 	E2007
Taka-töölö 	2h, avok, kph, ... 	kt 	40,00 	270000 	6750 	1937 	4/6 	on 	tyyd. 	oma 	D2007
Punavuori 	2h+kk+kph+vh+p 	kt 	41,50 	361000 	8699 	1962 	3/5 	on 	hyvä 	oma 	F2013
Herttoniemi 	2h+k+vh+kph+p 	kt 	53,00 	285200 	5381 	1953 	3/4 	ei 	tyyd. 	vuokra 	F2018
Punavuori 	2h+k+kph+vh 	kt 	53,00 	449500 	8481 	1928 	2/5 	on 	hyvä 	oma 	G2013
Ruskeasuo 	2h, k, p 	kt 	60,50 	343159 	5672 	1964 	4/4 	on 	tyyd. 	vuokra 	E2007
Kamppi 	2h, avokeittok,... 	kt 	41,00 	385000 	9390 	1961 	7/8 	on 	hyvä 	oma 	E2007
Kannelmäki 	2h, keittiö... 	kt 	55,50 	160000 	2883 	1973 	5/5 	on 	tyyd. 	vuokra 	D2007
Kruununhaka 	2h, k, halli, kph 	kt 	57,00 	430000 	7544 	1924 	2/8 	on 	hyvä 	oma 	F2013
Laajasalo 	2h+kk 	kt 	48,00 	210000 	4375 	1975 	1/3 	ei 	hyvä 	oma 	F2013
Etelä-haaga 	2-3h+k (yhti... 	kt 	61,00 	258000 	4230 	1974 	2/3 	ei 	hyvä 	oma 	E2013
Punavuori 	3h + avok + kph 	kt 	72,00 	450000 	6250 	1938 	3/5 	on 	hyvä 	oma 	F2013
Etelä-haaga 	2h, k, kph, las... 	kt 	51,00 	272000 	5333 	1962 	1/4 	on 	tyyd. 	oma 	F2007
Katajanokka 	2h + avok + khp 	kt 	52,50 	450000 	8571 	1908 	3/6 	on 	hyvä 	oma 	D2007
Ullanlinna 	2h, k, halli 	kt 	51,00 	421604 	8267 	1935 	2/6 	on 	tyyd. 	oma 	E2013
Etelä-haaga 	2h + kk + kph +... 	kt 	43,00 	269000 	6256 	1960 	3/3 	ei 	hyvä 	oma 	E2007
Kontula 	2h, k, kph, p 	kt 	52,00 	115000 	2212 	1967 	2/3 	ei 	hyvä 	vuokra 	G
Munkkivuori 	2h, k, kph, par... 	kt 	58,00 	310000 	5345 	1958 	1/3 	on 	hyvä 	oma 	E2007
Kruununhaka 	2h, k, kph, eri... 	kt 	61,80 	428155 	6928 	1928 	5/7 	on 	tyyd. 	oma 	F2013
Malmi 	2h, k , kph, la... 	kt 	50,00 	101000 	2020 	1965 	1/3 	ei 	tyyd. 	oma 	E2013
Mellunmäki 	2h, k, parveke ... 	kt 	54,00 	145500 	2694 	1983 	5/5 	on 	tyyd. 	vuokra 	E
Lauttasaari 	2h, kk, kph, vh... 	kt 	40,00 	298000 	7450 	1962 	2/4 	on 	hyvä 	oma 	F2013
Pukinmäki 	2h, kk, kph, pa... 	kt 	45,00 	169000 	3756 	1970 	3/3 	ei 	tyyd. 	oma 	E2007
Ullanlinna 	2h, k, kph, vh,... 	kt 	54,00 	410000 	7593 	1961 	4/7 	on 	huono 	oma 	F2013
Kamppi 	3h (yhtiöj... 	kt 	58,00 	438000 	7552 	1932 	2/7 	on 	tyyd. 	oma 	F2013
Kuninkaantammi 	2h, kt, kph, ra... 	kt 	35,00 	182000 	5200 	2018 	1/4 	on 	hyvä 	  	C2013
Etu-töölö 	2h, k 	kt 	36,00 	316000 	8778 	1921 	3/6 	on 	hyvä 	oma 	B2007
Käpylä 	2h+avokeitti... 	kt 	37,00 	260000 	7027 	1952 	1/3 	ei 	hyvä 	vuokra 	G2007
Munkkivuori 	2h+k+kph+vh+par... 	kt 	48,00 	160000 	3333 	1957 	3/8 	on 	huono 	vuokra 	E2013
Lauttasaari 	2h, keittiö... 	kt 	50,00 	314500 	6290 	1951 	3/4 	on 	tyyd. 	oma 	G2013
Tammisalo 	2h+k 	kt 	52,00 	159724 	3072 	1972 	2/2 	ei 	tyyd. 	oma 	
Mellunmäki 	2h, k, kph, par... 	kt 	55,00 	100000 	1818 	1971 	2/3 	ei 	hyvä 	oma 	D2007
Punavuori 	2h, k, kph, ran... 	kt 	71,30 	585000 	8205 	1883 	1/4 	ei 	hyvä 	oma 	F2013
Malmi 	2h+k+kph 	kt 	52,00 	139000 	2673 	1965 	2/3 	ei 	tyyd. 	oma 	F2013
Punavuori 	2h+kk 	kt 	44,00 	345000 	7841 	1977 	4/6 	on 	tyyd. 	oma 	F2013
Pihlajamäki 	2h,kk 	kt 	49,00 	142000 	2898 	1978 	2/4 	on 	  	oma 	D2018
Punavuori 	2h+k+kph+wc+p 	kt 	50,50 	350500 	6941 	1971 	2/7 	on 	tyyd. 	oma 	G2013
Herttoniemenranta 	2 h, avok., kph... 	kt 	56,50 	292000 	5168 	2008 	3/6 	on 	tyyd. 	vuokra 	D2007
Taka-töölö 	2h+avok+kph+vh 	kt 	57,50 	436500 	7591 	1926 	5/6 	on 	hyvä 	oma 	F2013
Kaartinkaupunki 	2h+k+kph+wc 	kt 	59,50 	430000 	7227 	1927 	4/4 	ei 	tyyd. 	oma 	E2013
Alppila 	2h+kk 	kt 	40,00 	274000 	6850 	1961 	2/4 	ei 	hyvä 	oma 	E2018
Tapaninvainio 	2h, k, ph/s, is... 	kt 	40,50 	174000 	4296 	1982 	3/3 	ei 	hyvä 	oma 	C2018
Oulunkylä 	2h+k+kph+2 parv... 	kt 	58,00 	250000 	4310 	1964 	2/3 	ei 	hyvä 	vuokra 	D2007
Käpylä 	2 h, avok, kph,... 	kt 	44,00 	277000 	6295 	1942 	4/4 	ei 	hyvä 	vuokra 	G2013
Hakaniemi 	2h, kk, alk, kph 	kt 	44,50 	274000 	6157 	1938 	3/7 	on 	tyyd. 	oma 	E2013
Munkkiniemi 	2h, kk, alkovi,... 	kt 	45,00 	323000 	7178 	1938 	6/6 	on 	hyvä 	oma 	
Lauttasaari 	2h, k, s, p 	kt 	45,50 	329000 	7231 	2003 	6/8 	on 	tyyd. 	oma 	C2007
Kallio 	1 huone, alkovi... 	kt 	45,50 	337006 	7407 	1928 	4/7 	on 	hyvä 	oma 	F2013
Puotila 	2 h + kk 	kt 	47,00 	159900 	3402 	1961 	1/4 	ei 	tyyd. 	vuokra 	E2007
Herttoniemenranta 	2h, kk, kph, s,... 	kt 	51,00 	238724 	4681 	1997 	  	on 	hyvä 	vuokra 	F2007
Pajamäki 	2h, kk, kph, p 	kt 	51,00 	243000 	4765 	1958 	4/4 	ei 	hyvä 	vuokra 	F2013
Käpylä 	2h+k 	kt 	65,00 	352000 	5415 	1923 	2/3 	ei 	hyvä 	vuokra 	D2007
Kruununhaka 	2h+k+halli+kph 	kt 	86,50 	657500 	7601 	1911 	5/5 	ei 	hyvä 	oma 	F2013
Kallio 	2h+avokeitti... 	kt 	39,00 	266000 	6821 	1928 	6/7 	on 	hyvä 	oma 	F2013
Munkkiniemi 	2h+kk+kph+parveke 	kt 	43,00 	269000 	6256 	1954 	1/4 	ei 	  	oma 	F2013
Vuosaari 	2h, kk, s, p 	kt 	44,50 	190500 	4281 	1994 	5/5 	on 	hyvä 	vuokra 	F2013
Lauttasaari 	2h, k, vh, lasi... 	kt 	51,50 	290000 	5631 	1980 	1/6 	on 	hyvä 	oma 	E2007
Pitäjänmäki 	2h, avok, kph, ... 	kt 	52,00 	289000 	5558 	2011 	5/5 	on 	hyvä 	oma 	F2007
Munkkiniemi 	2h, kk, alkovi,kph 	kt 	53,70 	294000 	5475 	1936 	3/3 	ei 	huono 	oma 	
Pihlajamäki 	2h, kk, vh, las... 	kt 	55,00 	168000 	3055 	1962 	3/8 	on 	tyyd. 	vuokra 	F2013
Herttoniemi 	2h, k, kph, las... 	kt 	56,50 	320000 	5664 	1956 	3/4 	ei 	hyvä 	vuokra 	F2013
Vuosaari 	2h, k, kph, las... 	kt 	53,50 	160500 	3000 	1965 	2/3 	ei 	hyvä 	oma 	F2013
Munkkiniemi 	2h, kk, kph, p 	kt 	49,00 	348000 	7102 	1940 	4/4 	on 	hyvä 	oma 	D2007
Torpparinmäki 	2 h, k, kph, ul... 	rt 	57,00 	194000 	3404 	1988 	1/1 	ei 	tyyd. 	vuokra 	F2007
Eira 	2h, avok, kph 	kt 	58,50 	645000 	11026 	1912 	4/4 	ei 	hyvä 	oma 	G2013
Kallio 	2h, avok, kph, vh 	kt 	40,50 	260000 	6420 	1908 	2/5 	ei 	hyvä 	oma 	D2018
Malminkartano 	2h+kt+kph-wc+la... 	kt 	45,00 	196000 	4356 	2018 	3/4 	on 	hyvä 	vuokra 	C2013
Kamppi 	2h+k+kph 	kt 	50,00 	398000 	7960 	1948 	3/6 	on 	tyyd. 	oma 	D2007
Lauttasaari 	2h, k, p 	kt 	50,50 	297000 	5881 	1974 	6/7 	on 	hyvä 	oma 	D2007
Vuosaari 	2h+k+kph+lasite... 	kt 	53,50 	170000 	3178 	1965 	3/3 	ei 	hyvä 	oma 	F2013
Etu-töölö 	2h, k, halli, kph 	kt 	68,00 	463000 	6809 	1929 	4/8 	on 	tyyd. 	oma 	F2013
Viikinmäki 	2 h, avokeitti&... 	kt 	44,00 	241960 	5499 	2021 	2/4 	on 	hyvä 	vuokra 	C2013
Töölö 	2h+kk 	kt 	49,50 	328000 	6626 	1939 	1/6 	on 	hyvä 	oma 	D2007
Töölö 	2hkk 	kt 	40,00 	265000 	6625 	1979 	4/6 	on 	tyyd. 	vuokra 	C2007
Hietalahti 	2h, avok, kph/w... 	kt 	41,50 	372837 	8984 	2015 	4/5 	on 	hyvä 	oma 	C2013
Etu-töölö 	2h+k+kph 	kt 	45,10 	390000 	8647 	1927 	4/6 	on 	hyvä 	oma 	F
Merihaka 	2h, k, kph, las... 	kt 	52,50 	302000 	5752 	1975 	9/14 	on 	hyvä 	oma 	E2018
Arabianranta 	2h+avok+s+p 	kt 	59,00 	332000 	5627 	2001 	1/6 	ei 	hyvä 	oma 	F2013
Alppiharju 	2h, k, p 	kt 	59,50 	252000 	4235 	1970 	1/6 	on 	tyyd. 	oma 	D2007
Puistola 	2h,k,kph,s,vh. 	rt 	58,50 	151000 	2581 	1977 	1/1 	ei 	hyvä 	vuokra 	
Vartiokylä 	2h+k+kph ja las... 	kt 	52,00 	180000 	3462 	1965 	2/3 	ei 	tyyd. 	oma 	
Taka-töölö 	2h,avok.,vh,kph 	kt 	54,00 	429000 	7944 	1937 	4/7 	on 	hyvä 	oma 	E
Oulunkylä 	2h, k, kh, p 	kt 	59,00 	215000 	3644 	1972 	3/3 	ei 	hyvä 	vuokra 	E2007
Viikinmäki 	2H+KT+S 	kt 	49,00 	312625 	6380 	2020 	3/3 	on 	hyvä 	oma 	C2013
Pihlajamäki 	2h, k, kph, vh,... 	kt 	50,00 	147000 	2940 	1969 	4/4 	on 	hyvä 	oma 	G2007
Lauttasaari 	2 h, k, kph, et... 	kt 	56,50 	320000 	5664 	1975 	1/7 	on 	hyvä 	oma 	F2013
Vallila 	2h+k (yht.j... 	kt 	59,00 	338000 	5729 	1923 	2/4 	ei 	hyvä 	vuokra 	D2007
Kruununhaka 	2h+avok 	kt 	61,00 	360000 	5902 	1911 	1/4 	ei 	huono 	oma 	D2007
Malminkartano 	2h+k 	kt 	62,00 	145000 	2339 	1983 	4/4 	ei 	  	vuokra 	D2007
Pitäjänmäki 	1-2h, avok, kph 	kt 	74,00 	425000 	5743 	1939 	3/3 	on 	hyvä 	oma 	F2013
Etu-töölö 	2h+k+kh 	kt 	37,00 	335000 	9054 	1936 	4/6 	on 	hyvä 	oma 	E2007
Kulosaari 	2h + kk 	kt 	45,00 	251000 	5578 	1960 	1/3 	ei 	hyvä 	oma 	F2013
Kannelmäki 	2h, k, lasitett... 	kt 	51,00 	188846 	3703 	1962 	3/3 	ei 	hyvä 	oma 	F2013
Meri-rastila 	2h + k + s 	kt 	56,00 	175000 	3125 	1991 	3/3 	ei 	hyvä 	vuokra 	D2007
Koskela 	2h+k 	kt 	57,00 	141000 	2474 	1973 	4/6 	on 	tyyd. 	vuokra 	G2013
Kallio 	2h, kk, kh 	kt 	35,60 	256000 	7191 	1939 	1/4 	on 	hyvä 	oma 	E2013
Herttoniemi 	2h, kk, kph/wc,... 	kt 	45,00 	209793 	4662 	1995 	3/4 	on 	tyyd. 	vuokra 	E2007
Punavuori 	2 h, eteinen,ke... 	kt 	66,40 	410000 	6175 	1927 	2/3 	on 	huono 	oma 	F2013
Vartioharju 	2h+avok.+kh+ran... 	kt 	42,00 	180000 	4286 	2019 	3/4 	on 	hyvä 	vuokra 	D2013
Töölö 	2h+k+halli+kph+... 	kt 	81,00 	612000 	7556 	1937 	6/7 	on 	tyyd. 	oma 	F2013
Lauttasaari 	2h, k, kph/wc 	kt 	35,40 	257000 	7260 	1939 	3/4 	ei 	hyvä 	oma 	F2013
Lauttasaari 	2h,k,s, lasitet... 	kt 	59,50 	412000 	6924 	2005 	3/7 	on 	hyvä 	oma 	D2013
Mellunmäki 	2H+K 	kt 	50,00 	136000 	2720 	1971 	3/5 	on 	tyyd. 	oma 	D2007
Herttoniemi 	2h, k 	kt 	42,70 	231000 	5410 	1952 	2/2 	ei 	hyvä 	vuokra 	G2013
Vallila 	2h, kk, kph 	kt 	48,50 	299000 	6165 	1938 	2/5 	on 	hyvä 	oma 	E2007
Pajamäki 	2h + k 	kt 	54,00 	224000 	4148 	1960 	1/4 	ei 	tyyd. 	vuokra 	F2018
Munkkivuori 	2 h+k+kph 	kt 	56,30 	279000 	4956 	1957 	2/4 	ei 	hyvä 	vuokra 	E2007
Oulunkylä 	2h+k+s+terassi 	rt 	60,00 	270000 	4500 	1985 	1/1 	ei 	hyvä 	vuokra 	E2013
Munkkiniemi 	2h, k, alkovi, kph 	kt 	63,50 	372000 	5858 	1938 	6/6 	on 	tyyd. 	oma 	E2018
Taka-töölö 	2h, alkovi, k, ... 	kt 	69,00 	479000 	6942 	1938 	5/6 	on 	hyvä 	oma 	F2013
Tapaninkylä 	2h+kk+s 	kt 	37,00 	157001 	4243 	1985 	3/3 	ei 	tyyd. 	oma 	E2013
Kontula 	2h+kk 	kt 	43,00 	135500 	3151 	1968 	8/8 	on 	tyyd. 	oma 	G2013
Taka-töölö 	2h+kk+kph 	kt 	45,00 	271500 	6033 	1935 	6/7 	on 	tyyd. 	oma 	E2013
Sörnäinen 	2h, avok, kph, ... 	kt 	32,00 	229000 	7156 	1995 	5/7 	on 	hyvä 	vuokra 	D2007
Tapaninkylä 	2h+kk+s 	kt 	37,00 	153000 	4135 	1985 	3/3 	ei 	tyyd. 	oma 	E2013
Munkkiniemi 	2 h, avok, kph,... 	kt 	44,00 	290000 	6591 	1956 	4/7 	on 	hyvä 	oma 	D2018
Vuosaari 	2h+k 	kt 	46,00 	125000 	2717 	1965 	3/3 	ei 	huono 	oma 	E2007
Lauttasaari 	2h, avok, kph, ... 	kt 	52,00 	395000 	7596 	2012 	  	on 	hyvä 	oma 	D2013
Maunula 	2h, k, kph, par... 	kt 	60,50 	252001 	4165 	1954 	3/3 	ei 	hyvä 	vuokra 	F2013
Taka-töölö 	2h, avok, kph, ... 	kt 	37,00 	328000 	8865 	1934 	3/7 	on 	hyvä 	oma 	D2007
Siltamäki 	2hh,kk 	kt 	41,50 	85000 	2048 	1971 	2/2 	ei 	tyyd. 	oma 	F2013
Vallila 	2h, avokeitti&#... 	kt 	46,30 	277000 	5983 	1925 	2/5 	ei 	hyvä 	oma 	E2007
Vesala 	2h,avok,kph,s,t... 	rt 	48,00 	219000 	4563 	1989 	1/1 	ei 	hyvä 	oma 	E2013
Itäkeskus 	2h, k, kph ja l... 	kt 	50,00 	155000 	3100 	1966 	3/3 	ei 	hyvä 	vuokra 	G2007
Oulunkylä 	2 h, k, kh, vh,... 	kt 	50,00 	214500 	4290 	1955 	3/4 	on 	tyyd. 	vuokra 	F2018
Etelä-haaga 	2h, k, kph, las... 	kt 	51,00 	239000 	4686 	1966 	3/3 	ei 	tyyd. 	oma 	E2007
Puotinharju 	2 h, k, kph, er... 	kt 	56,00 	148000 	2643 	1964 	3/7 	on 	tyyd. 	vuokra 	D2018
Myllypuro 	2h+avok+lasitet... 	kt 	59,00 	195000 	3305 	1977 	5/5 	on 	hyvä 	vuokra 	D2007
Myllypuro 	2h+k+p 	kt 	61,00 	130000 	2131 	1977 	3/6 	on 	tyyd. 	vuokra 	D2007
Länsi-pakila 	2h, k, s 	rt 	63,00 	288000 	4571 	1981 	1/1 	ei 	tyyd. 	oma 	
Taka-töölö 	2k+kk 	kt 	64,00 	420000 	6563 	1940 	6/6 	on 	hyvä 	oma 	G2013
Mellunmäki 	2h, k, wc, kph,... 	kt 	65,00 	160000 	2462 	1971 	2/5 	on 	hyvä 	oma 	
Kallio 	2h+kk+kph 	kt 	37,50 	260000 	6933 	1959 	3/6 	on 	tyyd. 	oma 	G2013
Kulosaari 	2h, kk, kph, la... 	kt 	45,00 	223000 	4956 	1995 	2/3 	on 	tyyd. 	vuokra 	E2013
Sörnäinen 	2h+k (yhtiö... 	kt 	45,00 	270000 	6000 	1926 	1/7 	on 	hyvä 	oma 	D2007
Toukola 	2 h+k 	kt 	51,00 	255000 	5000 	1969 	3/4 	ei 	tyyd. 	vuokra 	E2007
Tapulikaupunki 	2h, avokeitti&#... 	kt 	58,50 	132000 	2256 	1978 	2/6 	ei 	tyyd. 	oma 	F
Pihlajamäki 	2h+k+kh+wc+parveke 	kt 	60,00 	120000 	2000 	1965 	1/4 	ei 	tyyd. 	vuokra 	E2007
Maunula 	2h+kk+kph+p 	kt 	34,50 	175000 	5072 	1959 	1/4 	on 	tyyd. 	vuokra 	F2013
Viikinmäki 	2 h, avokeitti&... 	kt 	36,00 	213592 	5933 	2021 	3/4 	on 	hyvä 	vuokra 	C2013
Ullanlinna 	1 - 2h, kk, kph 	kt 	41,00 	327000 	7976 	1937 	3/6 	on 	hyvä 	oma 	E2007
Alppiharju 	2h, avok., kph,... 	kt 	41,50 	268000 	6458 	1961 	1/8 	on 	hyvä 	oma 	G2013
Herttoniemi 	2h+k 	kt 	48,00 	230000 	4792 	1954 	2/4 	on 	tyyd. 	vuokra 	E2013
Etelä-haaga 	2h, k, vh, kph,... 	kt 	48,00 	252000 	5250 	1962 	1/3 	ei 	tyyd. 	oma 	G2013
Pohjois-haaga 	2 h, keitti... 	kt 	48,00 	264271 	5506 	1952 	3/4 	ei 	tyyd. 	oma 	F2013
Alppila 	2h+k+wc/kph+vh+... 	kt 	49,50 	290000 	5859 	1969 	1/4 	on 	tyyd. 	oma 	E2013
Laajasalo 	2h, k, kph, p 	kt 	50,50 	229000 	4535 	1965 	1/4 	on 	hyvä 	oma 	E2013
Herttoniemenranta 	2h+k+s+p 	kt 	52,50 	309000 	5886 	2010 	5/7 	on 	hyvä 	vuokra 	E2013
Etu-töölö 	2h, kk, kph, wc 	kt 	53,50 	420000 	7850 	1929 	7/7 	on 	tyyd. 	oma 	F2013
Puotinharju 	2+k+kph+las.p 	kt 	55,50 	169000 	3045 	1964 	1/6 	on 	hyvä 	vuokra 	E2013
Punavuori 	1-2h, avok, kph, s 	kt 	63,00 	474000 	7524 	1909 	4/4 	ei 	hyvä 	oma 	G2013
Viikinmäki 	2 h, avokeitti&... 	kt 	34,50 	208949 	6056 	2021 	3/4 	on 	hyvä 	vuokra 	C2013
Alppiharju 	2h+avok+et+kph+... 	kt 	37,00 	279000 	7541 	1959 	4/6 	on 	hyvä 	oma 	E2007
Vallila 	2h+kt 	kt 	39,50 	340000 	8608 	2018 	2/4 	on 	hyvä 	vuokra 	C2013
Kivikko 	2h+kk+s 	kt 	44,00 	175000 	3977 	2004 	6/6 	on 	hyvä 	vuokra 	F2013
Herttoniemenranta 	2h, kk, s 	kt 	44,50 	204163 	4588 	1995 	1/6 	on 	tyyd. 	vuokra 	E2007
Ruskeasuo 	2h + avok + khp... 	kt 	46,50 	315000 	6774 	1952 	2/3 	ei 	hyvä 	oma 	C2018
Lauttasaari 	2h, k, kph, las... 	kt 	50,00 	288352 	5767 	1974 	5/6 	on 	tyyd. 	oma 	E2007
Lassila 	2h, k/rt, las.p... 	kt 	56,50 	245000 	4336 	1982 	2/3 	ei 	hyvä 	oma 	F2013
Pohjois-haaga 	2h + k 	kt 	60,00 	172000 	2867 	1972 	6/6 	on 	tyyd. 	oma 	E2018
Hermanni 	2h+k+kh+p 	kt 	51,00 	255000 	5000 	1958 	4/4 	ei 	huono 	vuokra 	F2013
Malmi 	1h, kk, kph, vh... 	kt 	32,50 	130000 	4000 	1985 	1/4 	ei 	tyyd. 	oma 	E2007
Ullanlinna 	1h, kk, rt, kph 	kt 	26,50 	250000 	9434 	1978 	2/7 	on 	tyyd. 	oma 	E2013
Konala 	1h, kk 	kt 	31,00 	104000 	3355 	1961 	4/4 	ei 	hyvä 	oma 	E2013
Taka-töölö 	1H+KK 	kt 	33,20 	234000 	7048 	1936 	2/6 	ei 	tyyd. 	oma 	
Lauttasaari 	1h+avokeitti... 	kt 	30,00 	186000 	6200 	1961 	1/2 	ei 	hyvä 	oma 	
Munkkivuori 	1h + kk 	kt 	31,00 	165000 	5323 	1956 	2/10 	ei 	hyvä 	vuokra 	
Taka-töölö 	1h+k+kph+wc 	kt 	40,00 	248000 	6200 	1928 	1/6 	on 	tyyd. 	oma 	E2007
Puotila 	1h, kk,kph,alkovi 	kt 	30,50 	137000 	4492 	1961 	3/4 	ei 	tyyd. 	vuokra 	D2007
Kruununhaka 	1h, avok, kph 	kt 	21,00 	202000 	9619 	1956 	2/4 	ei 	hyvä 	oma 	E2007
Etelä-haaga 	1 h, kk, kph 	kt 	24,00 	125000 	5208 	1959 	1/3 	ei 	tyyd. 	vuokra 	E2018
Katajanokka 	1h, avok, kph 	kt 	26,00 	195000 	7500 	1981 	1/4 	on 	tyyd. 	vuokra 	
Kallio 	1h, kk, kph 	kt 	26,60 	215000 	8083 	1927 	6/8 	on 	tyyd. 	oma 	D
Munkkivuori 	1h, kk, kph, pa... 	kt 	27,00 	176000 	6519 	1957 	1/3 	ei 	tyyd. 	oma 	F2013
Tapanila 	1h+sauna 	rt 	32,00 	141000 	4406 	1986 	1/1 	ei 	tyyd. 	oma 	
Kallio 	1h, avok, parvi... 	kt 	37,00 	255363 	6902 	1912 	4/5 	on 	tyyd. 	oma 	E2007
Kallio 	1h,alk,avok,sui... 	kt 	40,00 	300000 	7500 	1928 	7/7 	on 	hyvä 	oma 	F2013
Harju 	1h+avok+alkovi+kph 	kt 	24,00 	186000 	7750 	1926 	3/6 	on 	tyyd. 	oma 	
Ullanlinna 	1h, avok, kph 	kt 	27,00 	272000 	10074 	1908 	3/4 	on 	tyyd. 	oma 	G2013
Alppila 	1h, kk, kph, pa... 	kt 	29,50 	215000 	7288 	1962 	6/8 	on 	tyyd. 	oma 	E2007
Puotinharju 	1 h, kk, kph 	kt 	32,00 	108500 	3391 	1964 	3/7 	on 	tyyd. 	vuokra 	D2018
Kallio 	1h, kk, kph 	kt 	32,00 	175000 	5469 	1930 	6/7 	on 	huono 	oma 	
Alppila 	1 h+kk+kh 	kt 	37,00 	204850 	5536 	1963 	4/4 	on 	tyyd. 	oma 	E2007
Herttoniemi 	1h+k+kh 	kt 	39,10 	210500 	5384 	1953 	3/4 	ei 	hyvä 	vuokra 	
Katajanokka 	1H+KT+PARVEKE 	kt 	28,50 	327750 	11500 	1940 	5/8 	on 	hyvä 	oma 	C2018
Kamppi 	1h, avok, kph, ... 	kt 	37,00 	281000 	7595 	1940 	3/4 	on 	hyvä 	oma 	F2014
Kamppi 	1h+alkovi+avoke... 	kt 	52,00 	378000 	7269 	1926 	4/7 	ei 	hyvä 	oma 	
Siltasaari 	1h,kk 	kt 	23,90 	234000 	9791 	1928 	2/7 	on 	hyvä 	oma 	G2013
Munkkiniemi 	1+kk 	kt 	24,00 	174000 	7250 	1938 	1/6 	on 	tyyd. 	oma 	E2007
Kallio 	1h+kk 	kt 	24,00 	191000 	7958 	1958 	6/7 	ei 	tyyd. 	oma 	
Kallio 	1h+ks+kph 	kt 	20,50 	174100 	8493 	1938 	5/5 	on 	huono 	oma 	F2013
Alppila 	1H+KT 	kt 	24,50 	165000 	6735 	1912 	2/2 	ei 	hyvä 	oma 	
Kallio 	1h,kk,kph 	kt 	27,00 	193000 	7148 	1928 	5/7 	ei 	hyvä 	oma 	
Katajanokka 	1H+KT+ASUNTOTER... 	kt 	27,50 	300712 	10935 	1940 	2/8 	on 	hyvä 	oma 	C2018
Alppila 	1h+kk+kph+las.p... 	kt 	29,50 	233000 	7898 	1962 	5/8 	on 	hyvä 	oma 	E2007
Kallio 	1h, avok, kph, ... 	kt 	33,00 	275000 	8333 	1907 	3/5 	ei 	hyvä 	oma 	F2013
Katajanokka 	Autohallipaikka 	kt 	12,50 	60000 	4800 	1940 	1/8 	on 	hyvä 	oma 	C2018
